,01.Well Identifier,02.Formation,03.Formation Depth,04.Description,04.Quality1
3681,00/09-18-049-09W5/0,1700 CARDIUM FM,1623.0,Top of Unit,Good Log
3682,00/09-18-049-09W5/0,1760 CARDIUM SD,1647.0,Top of Unit,Good Log
3683,00/09-18-049-09W5/0,1800 BLACKSTONE FM,1658.0,Top of Unit,Good Log
3684,00/09-18-049-09W5/0,1860 SECOND WHITE SPECKS,1747.0,Top of Unit,Good Log
3685,00/09-18-049-09W5/0,2060 BASE FISH SCALES MARKER,1909.0,Top of Unit,Good Log
3686,00/09-18-049-09W5/0,2180 VIKING SANDSTONE,1943.0,Top of Unit,Good Log
3687,00/09-18-049-09W5/0,2480 MANNVILLE GRP,1981.5,Top of Unit,Good Log
3688,00/09-18-049-09W5/0,3000 GLAUCONITIC SS,2111.5,Top of Unit,Good Log
3689,00/09-18-049-09W5/0,3120 OSTRACOD MEMBER,2128.5,Top of Unit,Good Log
3690,00/09-18-049-09W5/0,3360 ELLERSLIE MBR,2135.0,Top of Unit,Questionable Log
3691,00/09-18-049-09W5/0,4140 FERNIE GRP,2146.0,Top of Unit,Good Log
3692,00/09-18-049-09W5/0,4320 ROCK CREEK MBR,2154.0,Top of Unit,Good Log
3693,00/09-18-049-09W5/0,4400 POKER CHIP SH,2177.0,Top of Unit,Good Log
3694,00/09-18-049-09W5/0,4440 NORDEGG MBR,2206.0,Top of Unit,Good Log
3695,00/09-18-049-09W5/0,6400 SHUNDA FM,2220.0,Top of Unit,Good Log
3696,00/09-18-049-09W5/0,6420 PEKISKO FM,2229.5,Top of Unit,Good Log
3697,00/09-18-049-09W5/0,6440 BANFF FM,2250.0,Top of Unit,Good Log
3698,00/09-18-049-09W5/0,6480 EXSHAW FM,2416.0,Top of Unit,Good Log
3699,00/09-18-049-09W5/0,6580 WABAMUN GRP,2421.0,Top of Unit,Good Log
3700,00/09-18-049-09W5/0,6700 WINTERBURN GRP,2640.0,Top of Unit,Good Log
3701,00/09-18-049-09W5/0,6800 BLUERIDGE MBR,2645.49,Top of Unit,Good Log
3702,00/09-18-049-09W5/0,6860 CALMAR FM,2688.84,Top of Unit,Good Log
3703,00/09-18-049-09W5/0,6960 NISKU FM,2698.09,Top of Unit,Good Log
3704,00/09-18-049-09W5/0,7100 IRETON FM,2768.0,Top of Unit,Good Log
3705,00/09-18-049-09W5/0,7280 DUVERNAY FM,2985.0,Top of Unit,Good Log
3706,00/09-18-049-09W5/0,7400 MAJEAU LAKE FM,3002.0,Top of Unit,Good Log
3707,00/09-18-049-09W5/0,7440 BEAVERHILL LAKE GRP,3062.5,Top of Unit,Good Log
3708,00/09-18-049-09W5/0,7580 SLAVE POINT FM,3227.0,Top of Unit,Good Log
3709,00/09-18-049-09W5/0,7685 MUSKEG FM,3235.0,Top of Unit,Good Log
3710,00/09-18-049-09W5/0,7990 PRECAMBRIAN SYSTEM,3280.0,Top of Unit,Good Log
3711,00/10-25-065-27W5/0,1400 LEA PARK FM,1032.0,Top of Unit,Good Log
3712,00/10-25-065-27W5/0,1600 COLORADO GRP,1124.7,Top of Unit,Good Log
3713,00/10-25-065-27W5/0,1760 CARDIUM SD,1330.0,Top of Unit,Good Log
3714,00/10-25-065-27W5/0,1860 SECOND WHITE SPECKS,1440.0,Top of Unit,Good Log
3715,00/10-25-065-27W5/0,1920 DUNVEGAN FM,1626.0,Top of Unit,Good Log
3716,00/10-25-065-27W5/0,1960 SHAFTESBURY FM,1666.0,Top of Unit,Good Log
3717,00/10-25-065-27W5/0,2060 BASE FISH SCALES MARKER,1775.0,Top of Unit,Good Log
3718,00/10-25-065-27W5/0,2280 PEACE RIVER FM,1846.0,Top of Unit,Good Log
3719,00/10-25-065-27W5/0,2640 SPIRIT RIVER FM,1892.0,Top of Unit,Good Log
3720,00/10-25-065-27W5/0,3040 BLUESKY FM,2164.5,Top of Unit,Good Log
3721,00/10-25-065-27W5/0,3260 GETHING FM,2188.5,Top of Unit,Good Log
3722,00/10-25-065-27W5/0,3480 CADOMIN FM,2305.0,Top of Unit,Good Log
3723,00/10-25-065-27W5/0,4140 FERNIE GRP,2313.5,Top of Unit,Good Log
3724,00/10-25-065-27W5/0,4440 NORDEGG MBR,2361.5,Top of Unit,Good Log
3725,00/10-25-065-27W5/0,5240 MONTNEY FM,2386.0,Top of Unit,Good Log
3726,00/10-25-065-27W5/0,5560 BELLOY FM,2568.5,Top of Unit,Good Log
3727,00/10-25-065-27W5/0,6120 DEBOLT FM,2594.5,Top of Unit,Good Log
3728,00/10-25-065-27W5/0,6400 SHUNDA FM,2766.5,Top of Unit,Good Log
3729,00/10-25-065-27W5/0,6420 PEKISKO FM,2868.5,Top of Unit,Good Log
3730,00/10-25-065-27W5/0,6440 BANFF FM,2922.0,Top of Unit,Good Log
3731,00/10-25-065-27W5/0,6480 EXSHAW FM,3130.5,Top of Unit,Good Log
3732,00/10-25-065-27W5/0,6580 WABAMUN GRP,3134.8,Top of Unit,Good Log
3733,00/10-25-065-27W5/0,6700 WINTERBURN GRP,3394.5,Top of Unit,Good Log
3734,00/10-25-065-27W5/0,7100 IRETON FM,3545.5,Top of Unit,Good Log
3735,00/10-25-065-27W5/0,7280 DUVERNAY FM,3724.0,Top of Unit,Good Log
3736,00/10-25-065-27W5/0,7440 BEAVERHILL LAKE GRP,3764.5,Top of Unit,Good Log
3737,00/10-25-065-27W5/0,7560 SWAN HILLS MBR,3811.0,Top of Unit,Good Log
3738,00/10-25-065-27W5/0,7635 ELK POINT GRP,3839.7,Top of Unit,Good Log
3739,00/10-36-043-01W5/0,1060 EDMONTON GRP,269.4,Top of Unit,Good Log
3740,00/10-36-043-01W5/0,1240 BEARPAW FM,721.2,Top of Unit,Good Log
3741,00/10-36-043-01W5/0,1260 BELLY RIVER GRP,796.7,Top of Unit,Good Log
3742,00/10-36-043-01W5/0,1400 LEA PARK FM,1042.1,Top of Unit,Good Log
3743,00/10-36-043-01W5/0,1600 COLORADO GRP,1168.6,Top of Unit,Good Log
3744,00/10-36-043-01W5/0,1660 BADHEART FM,1256.4,Top of Unit,Good Log
3745,00/10-36-043-01W5/0,1700 CARDIUM FM,1305.2,Top of Unit,Good Log
3746,00/10-36-043-01W5/0,1760 CARDIUM SD,1336.2,Top of Unit,Good Log
3747,00/10-36-043-01W5/0,1860 SECOND WHITE SPECKS,1430.7,Top of Unit,Good Log
3748,00/10-36-043-01W5/0,2060 BASE FISH SCALES MARKER,1539.2,Top of Unit,Good Log
3749,00/10-36-043-01W5/0,2180 VIKING SANDSTONE,1573.7,Top of Unit,Good Log
3750,00/10-36-043-01W5/0,2440 BLAIRMORE GRP,1620.9,Top of Unit,Good Log
3751,00/10-36-043-01W5/0,3000 GLAUCONITIC SS,1732.5,Top of Unit,Good Log
3752,00/10-36-043-01W5/0,6440 BANFF FM,1759.3,Top of Unit,Good Logs and/or Samples or Core
3753,00/10-36-043-01W5/0,6480 EXSHAW FM,1902.9,Top of Unit,Good Logs and/or Samples or Core
3754,00/10-36-043-01W5/0,6580 WABAMUN GRP,1912.9,Top of Unit,Good Log
3755,00/10-36-043-01W5/0,6660 STETTLER FM,1937.9,Top of Unit,Good Logs and/or Samples or Core
3756,00/10-36-043-01W5/0,6860 CALMAR FM,2147.6,Top of Unit,Good Log
3757,00/10-36-043-01W5/0,6960 NISKU FM,2151.6,Top of Unit,Good Log
3758,00/10-36-043-01W5/0,7100 IRETON FM,2201.6,Top of Unit,Good Log
3759,00/10-36-043-01W5/0,7280 DUVERNAY FM,2400.6,Top of Unit,Good Logs and/or Samples or Core
3760,00/10-36-043-01W5/0,7300 BASAL REEF,2432.6,Top of Unit,Good Log
3761,00/10-36-043-01W5/0,7440 BEAVERHILL LAKE GRP,2515.5,Top of Unit,Good Log
3762,00/09-06-052-11W5/0,1060 EDMONTON GRP,448.7,Top of Unit,Good Log
3763,00/09-06-052-11W5/0,1180 KNEEHILLS TUFF MEMBER,532.2,Top of Unit,Good Log
3764,00/09-06-052-11W5/0,1260 BELLY RIVER GRP,1025.0,Top of Unit,Good Log
3765,00/09-06-052-11W5/0,1400 LEA PARK FM,1314.6,Top of Unit,Good Log
3766,00/09-06-052-11W5/0,1600 COLORADO GRP,1430.4,Top of Unit,Good Log
3767,00/09-06-052-11W5/0,1700 CARDIUM FM,1611.8,Top of Unit,Good Log
3768,00/09-06-052-11W5/0,1760 CARDIUM SD,1624.3,Top of Unit,Good Log
3769,00/09-06-052-11W5/0,1860 SECOND WHITE SPECKS,1722.7,Top of Unit,Good Log
3770,00/09-06-052-11W5/0,2060 BASE FISH SCALES MARKER,1896.2,Top of Unit,Good Log
3771,00/09-06-052-11W5/0,2180 VIKING SANDSTONE,1928.2,Top of Unit,Good Log
3772,00/09-06-052-11W5/0,2480 MANNVILLE GRP,1973.6,Top of Unit,Good Log
3773,00/09-06-052-11W5/0,3000 GLAUCONITIC SS,2120.8,Top of Unit,Good Log
3774,00/09-06-052-11W5/0,3100 LOWER MANNVILLE FM,2137.9,Top of Unit,Good Log
3775,00/09-06-052-11W5/0,4140 FERNIE GRP,2147.3,Top of Unit,Good Log
3776,00/09-06-052-11W5/0,4320 ROCK CREEK MBR,2158.0,Top of Unit,Good Log
3777,00/09-06-052-11W5/0,4400 POKER CHIP SH,2182.4,Top of Unit,Good Log
3778,00/09-06-052-11W5/0,4440 NORDEGG MBR,2201.3,Top of Unit,Good Log
3779,00/09-06-052-11W5/0,6400 SHUNDA FM,2247.6,Top of Unit,Good Log
3780,00/09-06-052-11W5/0,6420 PEKISKO FM,2256.4,Top of Unit,Good Log
3781,00/09-06-052-11W5/0,6440 BANFF FM,2279.9,Top of Unit,Good Log
3782,00/09-06-052-11W5/0,6480 EXSHAW FM,2443.3,Top of Unit,Good Log
3783,00/09-06-052-11W5/0,6580 WABAMUN GRP,2446.0,Top of Unit,Good Log
3784,00/09-06-052-11W5/0,6700 WINTERBURN GRP,2634.7,Top of Unit,Good Log
3785,00/09-06-052-11W5/0,6860 CALMAR FM,2654.8,Top of Unit,Good Log
3786,00/09-06-052-11W5/0,6960 NISKU FM,2664.0,Top of Unit,Good Log
3787,00/09-06-052-11W5/0,7100 IRETON FM,2707.8,Top of Unit,Good Log
3788,00/09-06-052-11W5/0,7280 DUVERNAY FM,3001.1,Top of Unit,Good Log
3789,00/09-06-052-11W5/0,7400 MAJEAU LAKE FM,3037.3,Top of Unit,Good Log
3790,00/09-06-052-11W5/0,7440 BEAVERHILL LAKE GRP,3070.9,Top of Unit,Good Log
3791,00/14-20-053-15W5/0,1400 LEA PARK FM,1414.0,Top of Unit,Good Log
3792,00/14-20-053-15W5/0,1600 COLORADO GRP,1551.0,Top of Unit,Good Log
3793,00/14-20-053-15W5/0,1700 CARDIUM FM,1705.0,Top of Unit,Questionable Log
3794,00/14-20-053-15W5/0,1760 CARDIUM SD,1736.0,Top of Unit,Good Log
3795,00/14-20-053-15W5/0,1860 SECOND WHITE SPECKS,1839.0,Top of Unit,Good Log
3796,00/14-20-053-15W5/0,2060 BASE FISH SCALES MARKER,2048.0,Top of Unit,Good Log
3797,00/14-20-053-15W5/0,2180 VIKING SANDSTONE,2080.0,Top of Unit,Good Log
3798,00/14-20-053-15W5/0,2360 JOLI FOU FM,2111.0,Top of Unit,Good Log
3799,00/14-20-053-15W5/0,2480 MANNVILLE GRP,2118.0,Top of Unit,Good Log
3800,00/14-20-053-15W5/0,3000 GLAUCONITIC SS,2332.0,Top of Unit,Good Log
3801,00/14-20-053-15W5/0,3100 LOWER MANNVILLE FM,2342.0,Top of Unit,Good Log
3802,00/14-20-053-15W5/0,4320 ROCK CREEK MBR,2374.0,Top of Unit,Good Log
3803,00/14-20-053-15W5/0,4400 POKER CHIP SH,2381.0,Top of Unit,Good Log
3804,00/14-20-053-15W5/0,4440 NORDEGG MBR,2394.0,Top of Unit,Good Log
3805,00/14-20-053-15W5/0,6400 SHUNDA FM,2446.0,Top of Unit,Good Log
3806,00/14-20-053-15W5/0,6420 PEKISKO FM,2488.0,Top of Unit,Good Log
3807,00/14-20-053-15W5/0,6440 BANFF FM,2527.0,Top of Unit,Good Log
3808,00/14-20-053-15W5/0,6480 EXSHAW FM,2689.0,Top of Unit,Good Log
3809,00/14-20-053-15W5/0,6580 WABAMUN GRP,2696.0,Top of Unit,Good Log
3810,00/14-20-053-15W5/0,6780 GRAMINIA FM,2918.0,Top of Unit,Good Log
3811,00/14-20-053-15W5/0,6800 BLUERIDGE MBR,2924.0,Top of Unit,Good Log
3812,00/14-20-053-15W5/0,7040 WOODBEND GRP,3020.0,Top of Unit,Good Log
3813,00/14-20-053-15W5/0,7280 DUVERNAY FM,3308.0,Top of Unit,Good Log
3814,00/14-20-053-15W5/0,7440 BEAVERHILL LAKE GRP,3335.0,Top of Unit,Good Log
3815,00/14-20-053-15W5/0,7560 SWAN HILLS MBR,3351.0,Top of Unit,Good Log
3816,00/14-20-053-15W5/0,7645 WATT MTN FM,3471.0,Top of Unit,Good Log
3817,00/06-24-065-17W5/0,1400 LEA PARK FM,845.6,Top of Unit,Good Log
3818,00/06-24-065-17W5/0,1600 COLORADO GRP,901.0,Top of Unit,Good Log
3819,00/06-24-065-17W5/0,1660 BADHEART FM,959.0,Top of Unit,Good Log
3820,00/06-24-065-17W5/0,1860 SECOND WHITE SPECKS,1214.6,Top of Unit,Good Log
3821,00/06-24-065-17W5/0,2060 BASE FISH SCALES MARKER,1375.6,Top of Unit,Good Log
3822,00/06-24-065-17W5/0,2180 VIKING SANDSTONE,1432.5,Top of Unit,Good Log
3823,00/06-24-065-17W5/0,2360 JOLI FOU FM,1442.6,Top of Unit,Good Log
3824,00/06-24-065-17W5/0,2480 MANNVILLE GRP,1457.0,Top of Unit,Good Log
3825,00/06-24-065-17W5/0,3040 BLUESKY FM,1677.3,Top of Unit,Good Log
3826,00/06-24-065-17W5/0,4140 FERNIE GRP,1749.3,Top of Unit,Good Log
3827,00/06-24-065-17W5/0,4440 NORDEGG MBR,1774.6,Top of Unit,Good Log
3828,00/06-24-065-17W5/0,6120 DEBOLT FM,1807.0,Top of Unit,Good Log
3829,00/06-24-065-17W5/0,6400 SHUNDA FM,1842.3,Top of Unit,Good Log
3830,00/06-24-065-17W5/0,6420 PEKISKO FM,1924.0,Top of Unit,Good Log
3831,00/06-24-065-17W5/0,6440 BANFF FM,1975.0,Top of Unit,Good Log
3832,00/06-24-065-17W5/0,6480 EXSHAW FM,2170.3,Top of Unit,Good Log
3833,00/06-24-065-17W5/0,6580 WABAMUN GRP,2173.0,Top of Unit,Good Log
3834,00/06-24-065-17W5/0,6700 WINTERBURN GRP,2393.53,Top of Unit,Good Log
3835,00/06-24-065-17W5/0,6860 CALMAR FM,2465.3,Top of Unit,Good Log
3836,00/06-24-065-17W5/0,6960 NISKU FM,2486.0,Top of Unit,Good Log
3837,00/06-24-065-17W5/0,7040 WOODBEND GRP,2517.0,Top of Unit,Good Log
3838,00/06-24-065-17W5/0,7100 IRETON FM,2564.42,Top of Unit,Good Log
3839,00/06-24-065-17W5/0,7280 DUVERNAY FM,2785.86,Top of Unit,Good Log
3840,00/06-24-065-17W5/0,7440 BEAVERHILL LAKE GRP,2839.3,Top of Unit,Good Log
3841,00/06-24-065-17W5/0,7560 SWAN HILLS MBR,2935.0,Top of Unit,Good Log
3842,00/06-24-065-17W5/0,7645 WATT MTN FM,2965.6,Top of Unit,Good Log
3843,00/06-24-065-17W5/0,7655 GILWOOD MBR,2976.3,Top of Unit,Good Log
3844,00/06-24-065-17W5/0,7857 CAMBRIAN SYSTEM,2992.3,Top of Unit,Good Log
3845,00/09-29-065-15W5/0,1400 LEA PARK FM,816.0,Top of Unit,Good Log
3846,00/09-29-065-15W5/0,1600 COLORADO GRP,893.5,Top of Unit,Good Log
3847,00/09-29-065-15W5/0,1860 SECOND WHITE SPECKS,1152.0,Top of Unit,Good Log
3848,00/09-29-065-15W5/0,2060 BASE FISH SCALES MARKER,1307.0,Top of Unit,Good Log
3849,00/09-29-065-15W5/0,2140 VIKING FM,1345.0,Top of Unit,Good Log
3850,00/09-29-065-15W5/0,2180 VIKING SANDSTONE,1359.5,Top of Unit,Good Log
3851,00/09-29-065-15W5/0,2360 JOLI FOU FM,1377.0,Top of Unit,Good Log
3852,00/09-29-065-15W5/0,2480 MANNVILLE GRP,1382.2,Top of Unit,Good Log
3853,00/09-29-065-15W5/0,3260 GETHING FM,1601.5,Top of Unit,Good Log
3854,00/09-29-065-15W5/0,4440 NORDEGG MBR,1678.0,Top of Unit,Good Log
3855,00/09-29-065-15W5/0,6120 DEBOLT FM,1702.5,Top of Unit,Good Log
3856,00/09-29-065-15W5/0,6400 SHUNDA FM,1726.2,Top of Unit,Good Log
3857,00/09-29-065-15W5/0,6420 PEKISKO FM,1792.0,Top of Unit,Good Log
3858,00/09-29-065-15W5/0,6440 BANFF FM,1842.0,Top of Unit,Good Log
3859,00/09-29-065-15W5/0,6480 EXSHAW FM,2043.0,Top of Unit,Good Log
3860,00/09-29-065-15W5/0,6580 WABAMUN GRP,2047.0,Top of Unit,Good Log
3861,00/09-29-065-15W5/0,6700 WINTERBURN GRP,2268.0,Top of Unit,Good Log
3862,00/09-29-065-15W5/0,6860 CALMAR FM,2370.5,Top of Unit,Good Log
3863,00/09-29-065-15W5/0,6960 NISKU FM,2380.0,Top of Unit,Good Log
3864,00/09-29-065-15W5/0,7100 IRETON FM,2454.0,Top of Unit,Good Log
3865,00/09-29-065-15W5/0,7280 DUVERNAY FM,2676.2,Top of Unit,Good Logs and Core
3866,00/09-29-065-15W5/0,7440 BEAVERHILL LAKE GRP,2722.2,Top of Unit,Good Log
3867,00/09-29-065-15W5/0,7560 SWAN HILLS MBR,2819.7,Top of Unit,Good Log
3868,00/09-29-065-15W5/0,7645 WATT MTN FM,2856.0,Top of Unit,Good Log
3869,00/09-29-065-15W5/0,7655 GILWOOD MBR,2862.0,Top of Unit,Good Log
3870,00/08-34-034-25W4/0,1260 BELLY RIVER GRP,658.39,Top of Unit,Good Log
3871,00/08-34-034-25W4/0,1340 BASAL BELLY RIVER SD,960.29,Top of Unit,Good Log
3872,00/08-34-034-25W4/0,1580 MILK RIVER FM,1006.18,Top of Unit,Good Log
3873,00/08-34-034-25W4/0,1600 COLORADO GRP,1103.0,Top of Unit,Good Log
3874,00/08-34-034-25W4/0,1860 SECOND WHITE SPECKS,1382.0,Top of Unit,Good Log
3875,00/08-34-034-25W4/0,2060 BASE FISH SCALES MARKER,1489.0,Top of Unit,Good Log
3876,00/08-34-034-25W4/0,2180 VIKING SANDSTONE,1520.4,Top of Unit,Good Log
3877,00/08-34-034-25W4/0,2360 JOLI FOU FM,1573.0,Top of Unit,Questionable Log
3878,00/08-34-034-25W4/0,2480 MANNVILLE GRP,1590.0,Top of Unit,Good Log
3879,00/08-34-034-25W4/0,6420 PEKISKO FM,1752.0,Top of Unit,Good Log
3880,00/08-34-034-25W4/0,6440 BANFF FM,1763.0,Top of Unit,Good Log
3881,00/08-34-034-25W4/0,6480 EXSHAW FM,1900.0,Top of Unit,Good Log
3882,00/08-34-034-25W4/0,6580 WABAMUN GRP,1910.0,Top of Unit,Good Log
3883,00/08-34-034-25W4/0,6700 WINTERBURN GRP,2105.0,Top of Unit,Good Log
3884,00/08-34-034-25W4/0,7100 IRETON FM,2162.5,Top of Unit,Good Log
3885,00/08-34-034-25W4/0,7280 DUVERNAY FM,2297.0,Top of Unit,Good Log
3886,00/08-34-034-25W4/0,7320 COOKING LAKE FM,2366.5,Top of Unit,Good Log
3887,00/08-34-034-25W4/0,7440 BEAVERHILL LAKE GRP,2428.0,Top of Unit,Good Log
3888,00/10-28-052-16W5/0,1180 KNEEHILLS TUFF MEMBER,585.8,Top of Unit,Good Log
3889,00/10-28-052-16W5/0,1260 BELLY RIVER GRP,1251.2,Top of Unit,Good Log
3890,00/10-28-052-16W5/0,1400 LEA PARK FM,1519.7,Top of Unit,Good Log
3891,00/10-28-052-16W5/0,1600 COLORADO GRP,1661.2,Top of Unit,Good Log
3892,00/10-28-052-16W5/0,1660 BADHEART FM,1767.2,Top of Unit,Good Log
3893,00/10-28-052-16W5/0,1700 CARDIUM FM,1837.9,Top of Unit,Good Log
3894,00/10-28-052-16W5/0,1760 CARDIUM SD,1868.4,Top of Unit,Good Log
3895,00/10-28-052-16W5/0,1860 SECOND WHITE SPECKS,1978.5,Top of Unit,Good Log
3896,00/10-28-052-16W5/0,2060 BASE FISH SCALES MARKER,2202.8,Top of Unit,Good Log
3897,00/10-28-052-16W5/0,2180 VIKING SANDSTONE,2235.1,Top of Unit,Good Log
3898,00/10-28-052-16W5/0,2480 MANNVILLE GRP,2264.7,Top of Unit,Good Log
3899,00/10-28-052-16W5/0,3000 GLAUCONITIC SS,2421.9,Top of Unit,Good Log
3900,00/10-28-052-16W5/0,4320 ROCK CREEK MBR,2527.4,Top of Unit,Good Logs and/or Samples or Core
3901,00/10-28-052-16W5/0,4400 POKER CHIP SH,2537.8,Top of Unit,Good Logs and/or Samples or Core
3902,00/10-28-052-16W5/0,4440 NORDEGG MBR,2552.4,Top of Unit,Good Logs and/or Samples or Core
3903,00/10-28-052-16W5/0,5560 BELLOY FM,2608.8,Top of Unit,Good Logs and/or Samples or Core
3904,00/10-28-052-16W5/0,6400 SHUNDA FM,2636.5,Top of Unit,Good Logs and/or Samples or Core
3905,00/10-28-052-16W5/0,6420 PEKISKO FM,2658.2,Top of Unit,Good Logs and/or Samples or Core
3906,00/10-28-052-16W5/0,6440 BANFF FM,2698.4,Top of Unit,Good Logs and/or Samples or Core
3907,00/10-28-052-16W5/0,6480 EXSHAW FM,2864.2,Top of Unit,Good Log
3908,00/10-28-052-16W5/0,6580 WABAMUN GRP,2866.9,Top of Unit,Good Log
3909,00/10-28-052-16W5/0,6780 GRAMINIA FM,3080.6,Top of Unit,Good Log
3910,00/10-28-052-16W5/0,6800 BLUERIDGE MBR,3084.5,Top of Unit,Good Log
3911,00/10-28-052-16W5/0,6810 WINTERBURN SHALE,3142.5,Top of Unit,Good Log
3912,00/10-28-052-16W5/0,7100 IRETON FM,3276.6,Top of Unit,Good Log
3913,00/10-28-052-16W5/0,7280 DUVERNAY FM,3456.4,Top of Unit,Good Log
3914,00/10-28-052-16W5/0,7400 MAJEAU LAKE FM,3479.3,Top of Unit,Good Log
3915,00/10-28-052-16W5/0,7440 BEAVERHILL LAKE GRP,1146.5,Top of Unit,Good Log
3916,00/10-28-052-16W5/0,7560 SWAN HILLS MBR,3516.2,Top of Unit,Good Log
3917,00/10-28-052-16W5/0,7645 WATT MTN FM,3619.2,Top of Unit,Good Logs and/or Samples or Core
3918,00/10-28-052-16W5/0,7655 GILWOOD MBR,3628.9,Top of Unit,Good Logs and/or Samples or Core
3919,00/10-28-052-16W5/0,7857 CAMBRIAN SYSTEM,3637.8,Top of Unit,Good Logs and/or Samples or Core
3920,00/10-28-062-12W5/0,1400 LEA PARK FM,840.5,Top of Unit,Good Log
3921,00/10-28-062-12W5/0,1600 COLORADO GRP,959.2,Top of Unit,Good Log
3922,00/10-28-062-12W5/0,1860 SECOND WHITE SPECKS,1174.7,Top of Unit,Good Log
3923,00/10-28-062-12W5/0,2060 BASE FISH SCALES MARKER,1347.8,Top of Unit,Good Log
3924,00/10-28-062-12W5/0,2140 VIKING FM,1391.0,Top of Unit,Good Log
3925,00/10-28-062-12W5/0,2180 VIKING SANDSTONE,1402.1,Top of Unit,Good Log
3926,00/10-28-062-12W5/0,2360 JOLI FOU FM,1419.2,Top of Unit,Good Log
3927,00/10-28-062-12W5/0,2480 MANNVILLE GRP,1425.4,Top of Unit,Good Log
3928,00/10-28-062-12W5/0,3040 BLUESKY FM,1609.1,Top of Unit,Good Log
3929,00/10-28-062-12W5/0,3260 GETHING FM,1620.0,Top of Unit,Good Log
3930,00/10-28-062-12W5/0,4440 NORDEGG MBR,1682.7,Top of Unit,Good Log
3931,00/10-28-062-12W5/0,6400 SHUNDA FM,1700.0,Top of Unit,Good Log
3932,00/10-28-062-12W5/0,6420 PEKISKO FM,1708.0,Top of Unit,Good Log
3933,00/10-28-062-12W5/0,6440 BANFF FM,1750.1,Top of Unit,Good Log
3934,00/10-28-062-12W5/0,6480 EXSHAW FM,1932.8,Top of Unit,Good Log
3935,00/10-28-062-12W5/0,6580 WABAMUN GRP,1937.5,Top of Unit,Good Log
3936,00/10-28-062-12W5/0,6780 GRAMINIA FM,2161.0,Top of Unit,Good Log
3937,00/10-28-062-12W5/0,6800 BLUERIDGE MBR,2165.0,Top of Unit,Good Log
3938,00/10-28-062-12W5/0,6860 CALMAR FM,2194.0,Top of Unit,Good Log
3939,00/10-28-062-12W5/0,6960 NISKU FM,2196.0,Top of Unit,Good Log
3940,00/10-28-062-12W5/0,7100 IRETON FM,2305.7,Top of Unit,Good Log
3941,00/10-28-062-12W5/0,7280 DUVERNAY FM,2558.0,Top of Unit,Good Log
3942,00/10-28-062-12W5/0,7440 BEAVERHILL LAKE GRP,2601.5,Top of Unit,Good Log
3943,00/10-28-062-12W5/0,7560 SWAN HILLS MBR,2611.0,Top of Unit,Good Log
3944,00/11-26-058-14W5/0,1400 LEA PARK FM,1112.5,Top of Unit,Good Log
3945,00/11-26-058-14W5/0,1600 COLORADO GRP,1204.3,Top of Unit,Good Log
3946,00/11-26-058-14W5/0,1760 CARDIUM SD,1368.6,Top of Unit,Good Log
3947,00/11-26-058-14W5/0,1860 SECOND WHITE SPECKS,1452.4,Top of Unit,Good Log
3948,00/11-26-058-14W5/0,2060 BASE FISH SCALES MARKER,1643.8,Top of Unit,Good Log
3949,00/11-26-058-14W5/0,2140 VIKING FM,1678.5,Top of Unit,Good Log
3950,00/11-26-058-14W5/0,2480 MANNVILLE GRP,1714.2,Top of Unit,Good Log
3951,00/11-26-058-14W5/0,3100 LOWER MANNVILLE FM,1959.9,Top of Unit,Good Log
3952,00/11-26-058-14W5/0,4440 NORDEGG MBR,1969.9,Top of Unit,Good Log
3953,00/11-26-058-14W5/0,6400 SHUNDA FM,2027.8,Top of Unit,Good Log
3954,00/11-26-058-14W5/0,6420 PEKISKO FM,2047.0,Top of Unit,Good Log
3955,00/11-26-058-14W5/0,6440 BANFF FM,2076.6,Top of Unit,Good Log
3956,00/11-26-058-14W5/0,6480 EXSHAW FM,2252.8,Top of Unit,Good Log
3957,00/11-26-058-14W5/0,6580 WABAMUN GRP,2255.5,Top of Unit,Good Log
3958,00/11-26-058-14W5/0,6700 WINTERBURN GRP,2464.0,Top of Unit,Good Log
3959,00/11-26-058-14W5/0,7040 WOODBEND GRP,2561.2,Top of Unit,Good Log
3960,00/11-26-058-14W5/0,7280 DUVERNAY FM,2865.1,Top of Unit,Good Log
3961,00/11-26-058-14W5/0,7440 BEAVERHILL LAKE GRP,2898.0,Top of Unit,Good Log
3962,00/11-26-058-14W5/0,7645 WATT MTN FM,3032.2,Top of Unit,Good Log
3963,00/11-26-058-14W5/0,7655 GILWOOD MBR,3038.9,Top of Unit,Good Log
3964,00/06-13-052-16W5/0,1260 BELLY RIVER GRP,1268.0,Top of Unit,Questionable Log
3965,00/06-13-052-16W5/0,1400 LEA PARK FM,1525.5,Top of Unit,Good Log
3966,00/06-13-052-16W5/0,1600 COLORADO GRP,1639.0,Top of Unit,Good Log
3967,00/06-13-052-16W5/0,1660 BADHEART FM,1772.0,Top of Unit,Good Log
3968,00/06-13-052-16W5/0,1700 CARDIUM FM,1840.0,Top of Unit,Good Log
3969,00/06-13-052-16W5/0,1760 CARDIUM SD,1872.5,Top of Unit,Good Log
3970,00/06-13-052-16W5/0,1860 SECOND WHITE SPECKS,1981.0,Top of Unit,Good Log
3971,00/06-13-052-16W5/0,2060 BASE FISH SCALES MARKER,2200.0,Top of Unit,Good Log
