,Formatted UWI,Gas Sample Date,Intrvl Base,Intrvl Top,Res Fluid C1c,Res Fluid C2c,Res Fluid C3c,Res Fluid C6c,Res Fluid C7+c,Res Fluid CO2c,Res Fluid H2c,Res Fluid H2Sc,Res Fluid HEc,Res Fluid IC4c,Res Fluid IC5c,Res Fluid N2c,Res Fluid NC4c,Res Fluid NC5c
738,00/04-19-039-05W5/0,5/30/2006 00:00:00,2359.2,2354.3,77.59,8.26,5.34,0.51,0.21,1.44,0.02,0.0,0.02,1.21,0.93,0.64,2.83,1.0
739,00/04-19-039-05W5/0,2/22/2002 00:00:00,2359.2,2354.3,67.88,14.39,9.97,0.2,0.05,2.0,0.03,,0.01,1.69,0.52,0.48,2.34,0.44
740,00/07-15-055-18W5/0,11/5/1968 00:00:00,2582.3,2579.2,89.28,2.05,0.62,0.07,0.31,4.54,,2.34,0.01,0.14,0.08,0.2,0.25,0.11
741,00/07-15-055-18W5/0,7/16/1968 00:00:00,2642.3,2575.0,85.96,2.23,0.71,0.37,0.37,6.93,,2.12,0.01,0.19,0.21,0.21,0.39,0.3
742,00/07-15-055-18W5/0,7/20/1968 00:00:00,2560.32,2520.7,83.21,7.37,2.67,0.15,0.09,4.18,0.0,0.41,0.0,0.33,0.2,0.21,0.9,0.28
743,00/07-15-055-18W5/0,11/5/1968 00:00:00,2582.27,2579.22,89.56,2.05,0.62,0.05,0.04,4.55,0.0,2.34,0.01,0.14,0.08,0.2,0.25,0.11
744,00/07-15-055-18W5/0,7/16/1968 00:00:00,2642.31,2574.95,85.96,2.23,0.71,0.37,0.27,6.93,0.0,2.12,0.01,0.19,0.21,0.31,0.39,0.3
745,00/07-15-055-18W5/0,9/21/1968 00:00:00,3638.09,3615.23,48.46,0.26,0.38,0.08,0.03,2.98,0.0,42.07,0.1,0.04,0.04,5.3,0.2,0.06
746,00/07-15-055-18W5/0,3/12/1982 00:00:00,2582.0,2579.9,87.23,2.16,0.71,0.22,1.04,5.16,0.01,2.57,0.01,0.13,0.12,0.2,0.27,0.17
747,00/07-15-055-18W5/0,1/17/2002 00:00:00,2583.5,2577.0,85.16,2.38,0.77,0.14,0.21,6.01,0.01,3.29,0.01,0.17,0.12,1.26,0.32,0.15
748,00/12-28-063-16W5/0,2/18/1966 00:00:00,2959.61,2926.08,47.99,19.08,13.25,1.14,0.32,0.13,0.0,0.0,0.0,1.65,1.45,7.41,5.55,2.03
749,00/06-16-055-18W5/0,6/29/1960 00:00:00,3302.5,3300.4,42.23,5.67,6.31,,,4.05,,27.43,,2.51,,4.95,3.82,3.03
750,00/06-16-055-18W5/0,6/29/1960 00:00:00,3302.51,3300.37,42.23,5.67,6.31,0.0,0.0,4.05,0.0,27.43,0.0,2.51,3.03,4.95,3.82,0.0
751,00/06-16-055-18W5/0,7/29/2014 00:00:00,976.6,972.0,83.65,7.24,2.68,0.17,0.14,2.89,0.01,0.06,0.0,0.44,0.21,1.64,0.68,0.19
752,00/06-16-055-18W5/0,7/12/1960 00:00:00,3302.5,3300.4,47.04,6.47,5.36,,,3.5,0.02,27.7,0.06,1.45,,4.26,2.33,1.81
753,00/06-16-055-18W5/0,7/12/1960 00:00:00,3302.51,3300.37,47.04,6.47,5.36,0.0,0.0,3.5,0.02,27.7,0.06,1.45,1.81,4.26,2.33,0.0
754,00/15-04-065-12W5/0,10/22/2001 00:00:00,2704.5,2701.0,70.69,15.54,6.01,0.02,0.02,1.15,0.01,,0.08,0.39,0.09,5.1,0.82,0.08
755,00/15-04-065-12W5/0,11/10/1976 00:00:00,2734.67,2731.62,88.85,1.23,0.13,0.02,0.02,0.05,0.45,0.0,0.53,0.04,0.03,8.51,0.09,0.04
756,00/10-27-051-17W5/0,9/13/1971 00:00:00,2850.5,2846.8,84.26,2.68,5.61,0.42,,4.14,,2.25,,0.15,0.09,0.15,0.17,0.08
757,00/10-27-051-17W5/0,1/5/1958 00:00:00,2850.5,2846.8,88.99,2.89,0.65,0.27,,4.4,,2.13,,0.17,0.08,0.18,0.18,0.06
758,00/07-26-059-20W5/0,12/12/1977 00:00:00,2535.63,2517.65,74.1,1.18,0.62,0.02,0.0,13.41,0.0,0.0,0.22,0.06,0.01,10.3,0.07,0.01
759,00/07-26-059-20W5/0,12/12/1977 00:00:00,2535.63,2517.65,68.19,20.82,5.39,0.55,0.95,0.15,0.02,0.0,0.03,0.77,0.5,0.47,1.66,0.5
760,00/10-21-062-15W5/0,7/25/1976 00:00:00,1885.19,1857.45,89.91,6.63,2.22,0.02,0.01,0.0,0.11,0.0,0.06,0.23,0.04,0.46,0.29,0.02
761,00/10-09-058-16W5/0,3/10/1977 00:00:00,1914.14,1894.33,86.14,4.81,2.14,0.13,0.19,0.7,0.0,0.0,0.02,0.27,0.16,4.75,0.54,0.15
762,00/10-09-058-16W5/0,4/12/1977 00:00:00,3139.4,3110.8,15.33,2.28,0.77,0.27,0.14,16.44,0.01,48.86,0.07,0.27,0.22,14.72,0.42,0.2
763,00/10-09-058-16W5/0,3/16/1977 00:00:00,2177.8,2168.96,86.76,7.21,3.11,0.08,0.03,0.03,0.01,0.0,0.26,0.38,0.16,1.15,0.68,0.14
764,00/10-09-058-16W5/0,3/10/1977 00:00:00,1914.14,1894.33,90.01,5.03,2.32,0.1,0.05,0.06,0.02,0.0,0.11,0.33,0.16,1.1,0.56,0.15
765,00/10-09-058-16W5/0,4/16/1977 00:00:00,1792.22,1740.1,84.71,3.88,1.55,0.02,0.01,0.0,0.17,0.0,0.04,0.15,0.05,9.16,0.22,0.04
766,00/06-20-050-15W5/0,1/12/1996 00:00:00,2714.9,2711.9,81.92,8.74,3.24,0.34,1.1,2.47,,,,0.62,0.33,0.14,0.82,0.28
767,00/06-20-050-15W5/0,7/13/1978 00:00:00,3323.2,3261.9,92.11,2.48,0.16,,,0.74,,3.29,0.1,0.03,,1.08,0.01,
768,00/06-20-050-15W5/0,7/13/1979 00:00:00,3323.23,3261.97,92.11,2.48,0.16,0.0,0.0,0.74,0.0,3.29,0.1,0.03,0.0,1.08,0.01,0.0
769,00/04-31-065-09W5/0,1/28/1960 00:00:00,2520.09,2505.46,64.7,17.3,10.48,0.0,0.0,0.0,0.0,0.0,0.0,1.07,0.68,3.13,2.64,0.0
770,00/14-32-064-12W5/0,4/18/2000 00:00:00,2746.9,2739.8,68.32,12.9,7.68,0.05,0.22,2.11,,0.4,0.18,0.63,0.19,5.61,1.54,0.17
771,00/14-32-064-12W5/0,11/25/1984 00:00:00,2746.7,2739.7,59.77,16.11,11.64,0.25,0.19,3.24,0.0,0.0,0.15,1.07,0.41,4.07,2.7,0.4
772,00/14-32-064-12W5/0,11/15/1977 00:00:00,2747.47,2737.1,47.16,16.46,15.78,1.05,1.7,1.97,0.1,0.0,0.08,2.03,1.31,4.9,5.98,1.48
773,00/11-01-059-18W5/0,10/3/1968 00:00:00,2405.5,2398.8,87.59,2.13,0.19,,,6.59,,1.44,0.02,0.01,,2.01,0.02,
774,00/11-01-059-18W5/0,3/7/1970 00:00:00,3357.1,3333.0,64.41,7.66,2.84,0.32,0.48,3.73,,16.78,0.1,0.7,0.4,0.98,1.2,0.4
775,00/11-01-059-18W5/0,10/31/1968 00:00:00,3404.6,3395.5,55.69,8.76,4.19,0.43,0.26,3.28,,22.07,0.12,1.1,0.58,1.06,1.9,0.56
776,00/11-01-059-18W5/0,10/31/1968 00:00:00,3404.6,3395.5,72.04,7.09,1.82,0.09,0.07,4.25,,11.67,0.19,0.34,0.14,1.59,0.57,0.14
777,00/11-01-059-18W5/0,12/16/2005 00:00:00,3347.3,3339.1,80.2,9.84,4.72,0.38,0.86,1.2,0.0,0.0,0.01,0.79,0.37,0.1,1.19,0.34
778,00/11-01-059-18W5/0,3/7/1970 00:00:00,3357.1,3333.0,37.06,11.11,6.6,0.67,1.14,3.67,0.03,31.97,0.01,1.91,1.07,0.23,3.5,1.03
779,00/11-01-059-18W5/0,6/30/2009 00:00:00,3347.3,3339.1,68.0,6.52,2.97,0.29,0.25,3.35,0.03,14.99,0.11,0.64,0.34,1.09,1.1,0.32
780,00/10-15-059-18W5/0,8/27/1984 00:00:00,3377.8,3364.9,66.34,7.28,2.34,0.56,2.28,2.47,,14.91,,0.59,0.43,1.22,1.1,0.48
781,00/10-15-059-18W5/0,7/8/1988 00:00:00,3377.8,3364.9,71.52,7.53,2.6,0.66,2.59,2.17,,8.86,,0.58,0.45,1.47,1.08,0.49
782,00/10-15-059-18W5/0,7/9/1988 00:00:00,3377.8,3364.9,72.33,7.53,2.55,0.57,2.2,2.18,,8.71,,0.56,0.41,1.49,1.02,0.45
783,00/10-15-059-18W5/0,3/27/1970 00:00:00,3377.8,3365.0,59.99,7.06,2.65,1.28,4.68,3.58,,15.12,,0.7,0.59,2.48,1.25,0.62
784,00/10-15-059-18W5/0,3/27/1970 00:00:00,3377.8,3365.0,26.43,12.45,9.52,0.63,0.47,3.45,0.01,36.98,,3.07,0.79,,5.51,0.69
785,00/10-15-059-18W5/0,7/20/2010 00:00:00,3377.8,3365.0,63.16,7.24,3.06,0.27,0.32,3.52,0.01,18.35,0.09,0.83,0.4,0.98,1.38,0.39
786,00/10-15-059-18W5/0,10/26/2016 00:00:00,3377.8,3365.0,66.21,7.72,2.96,0.28,0.17,3.6,0.01,14.96,0.1,0.75,0.43,1.07,1.33,0.41
787,00/10-15-059-18W5/0,6/2/2009 00:00:00,3377.8,3365.0,63.35,7.84,3.37,0.35,0.39,3.48,0.01,17.61,0.1,0.58,0.32,1.29,0.99,0.32
788,00/10-15-059-18W5/0,8/10/2017 00:00:00,3377.8,3365.0,63.03,7.57,2.89,0.34,0.29,3.37,0.02,18.28,0.09,0.73,0.43,1.22,1.31,0.43
789,00/10-15-059-18W5/0,10/10/2007 00:00:00,3377.8,3365.0,68.16,7.47,2.58,0.23,0.19,3.61,0.02,12.0,0.12,0.64,0.66,2.45,1.23,0.64
790,00/10-15-059-18W5/0,12/8/2008 00:00:00,3377.8,3365.0,65.57,7.49,2.95,0.2,0.09,3.37,0.06,16.74,0.09,0.58,0.36,1.1,1.01,0.39
791,00/10-15-059-18W5/0,4/20/2012 00:00:00,3377.8,3365.0,80.22,7.33,1.85,0.23,0.23,1.51,0.07,6.23,0.05,0.36,0.24,0.78,0.66,0.24
792,00/10-15-059-18W5/0,10/10/2007 00:00:00,3377.8,3365.0,62.63,7.54,3.93,0.42,0.43,4.0,0.07,16.52,0.1,0.74,0.47,1.34,1.33,0.48
793,00/10-15-059-18W5/0,3/27/1970 00:00:00,3377.8,3365.0,80.97,7.58,2.64,0.16,0.11,3.88,0.12,0.12,0.12,0.56,0.22,2.45,0.87,0.2
794,00/10-15-059-18W5/0,9/27/2014 00:00:00,3377.8,3365.0,57.31,7.2,2.85,0.33,0.97,3.35,0.42,19.42,0.08,0.76,0.46,5.03,1.37,0.45
795,00/10-15-059-18W5/0,10/29/1968 00:00:00,3423.5,3416.8,81.92,4.49,0.32,0.12,0.04,4.73,0.83,3.89,0.23,0.16,0.27,1.93,0.85,0.22
796,00/10-34-058-18W5/0,11/28/1968 00:00:00,3360.1,3344.9,37.24,11.83,5.77,0.24,0.16,3.99,,35.73,,1.32,0.46,0.84,2.0,0.42
797,00/10-34-058-18W5/0,11/29/1968 00:00:00,3360.1,3344.9,63.39,8.18,2.72,0.14,0.08,3.58,,18.58,,0.62,0.25,1.24,0.98,0.24
798,00/10-34-058-18W5/0,11/29/1968 00:00:00,3360.1,3344.9,39.01,11.39,6.02,0.45,0.24,3.84,,32.79,,1.15,0.55,1.32,2.55,0.69
799,00/10-34-058-18W5/0,8/21/1990 00:00:00,3360.1,3344.9,67.26,6.59,2.31,0.94,5.85,1.73,,11.21,,0.54,0.5,1.42,1.06,0.59
800,00/10-34-058-18W5/0,8/20/1988 00:00:00,3360.1,3344.9,67.58,6.6,2.3,0.91,5.6,1.74,,11.19,,0.54,0.49,1.43,1.05,0.57
801,00/10-34-058-18W5/0,11/28/1968 00:00:00,3360.1,3344.9,63.34,8.09,2.64,0.12,0.09,3.69,,18.69,,0.56,0.23,1.45,0.89,0.21
802,00/10-34-058-18W5/0,5/15/1984 00:00:00,3360.1,3344.9,70.85,7.51,2.08,0.18,0.11,2.41,,13.17,,0.46,0.24,1.96,0.78,0.25
803,00/10-34-058-18W5/0,9/28/1968 00:00:00,2427.4,2421.3,81.99,1.54,0.13,,,14.67,,0.87,0.01,0.01,,0.77,0.01,
804,00/06-31-047-13W5/0,1/31/1988 00:00:00,1743.0,1724.0,80.34,9.03,4.67,0.57,1.19,0.05,0.0,0.0,0.67,0.57,0.45,0.54,1.38,0.54
805,00/06-31-047-13W5/0,8/16/2003 00:00:00,3430.2,3424.1,78.92,10.58,6.31,0.2,0.18,0.06,0.01,,0.01,0.72,0.39,0.55,1.69,0.38
806,00/04-07-065-12W5/0,6/10/2013 00:00:00,2765.5,2762.4,52.93,18.53,15.77,0.26,0.24,2.36,0.01,0.0,0.07,1.53,0.63,3.09,3.99,0.59
807,00/04-07-065-12W5/0,2/28/2013 00:00:00,2765.5,2762.4,60.17,18.55,11.37,0.16,0.14,2.56,0.01,0.0,0.09,0.8,0.3,3.8,1.75,0.3
808,00/04-07-065-12W5/0,8/14/2015 00:00:00,2765.5,2762.4,48.47,23.01,16.96,0.38,0.52,2.36,0.04,0.0,0.01,1.6,0.71,1.15,4.09,0.7
809,00/02-20-061-07W6/0,7/8/1975 00:00:00,3611.27,3535.68,95.19,1.96,0.18,0.0,0.0,0.23,0.02,0.0,0.0,0.05,0.01,2.34,0.02,0.0
810,00/10-19-058-18W5/0,4/19/1969 00:00:00,3441.2,3432.0,60.95,7.71,2.74,0.23,0.24,3.24,,21.51,0.01,0.61,0.26,1.3,0.95,0.25
811,00/10-19-058-18W5/0,4/25/1969 00:00:00,3436.0,3422.9,62.49,7.65,2.67,0.33,0.3,3.28,,19.83,0.11,0.59,0.27,1.29,0.93,0.26
812,00/10-19-058-18W5/0,3/16/1970 00:00:00,3433.3,3430.8,63.6,7.36,2.74,0.17,0.13,3.15,0.02,19.37,0.12,0.62,0.29,1.15,1.01,0.27
813,00/06-09-059-18W5/0,7/5/1970 00:00:00,3432.0,3421.1,31.13,11.08,7.97,0.75,0.31,3.3,,35.2,0.01,2.56,1.48,0.18,4.6,1.43
814,00/06-09-059-18W5/0,7/2/1968 00:00:00,3440.3,3433.3,71.04,6.98,1.95,0.16,0.14,4.03,,12.62,0.15,0.42,0.21,1.37,0.72,0.21
815,00/06-09-059-18W5/0,7/20/1968 00:00:00,3439.7,3435.1,78.93,5.62,1.07,0.12,0.1,4.06,,6.68,0.18,0.26,0.23,1.82,0.72,0.21
816,00/06-09-059-18W5/0,6/18/1968 00:00:00,3440.28,3433.27,84.36,7.6,4.0,0.25,0.34,0.12,0.0,0.0,0.01,0.63,0.36,0.6,1.35,0.38
817,00/06-09-059-18W5/0,11/21/2008 00:00:00,3469.2,3421.1,88.75,6.62,1.1,0.06,0.12,0.42,0.01,1.66,0.03,0.09,0.05,0.88,0.15,0.06
818,00/06-09-059-18W5/0,4/12/2007 00:00:00,3469.2,3421.1,88.34,4.67,1.05,0.08,0.09,0.41,0.01,4.0,0.05,0.11,0.06,0.88,0.18,0.07
819,00/06-09-059-18W5/0,4/12/2007 00:00:00,3469.2,3421.1,87.04,5.8,0.9,0.17,0.41,0.68,0.01,3.43,0.08,0.18,0.12,0.75,0.3,0.13
820,00/06-09-059-18W5/0,7/2/1970 00:00:00,3432.0,3421.1,63.69,7.91,3.1,0.33,0.2,3.79,0.05,16.73,0.12,0.77,0.43,1.13,1.3,0.45
821,00/06-09-059-18W5/0,7/24/1968 00:00:00,3440.3,3433.3,75.34,9.31,2.4,0.01,0.04,5.45,0.06,0.04,,0.29,0.02,6.8,0.24,
822,00/06-09-059-18W5/0,7/5/1970 00:00:00,3432.0,3421.1,63.42,7.7,2.94,0.11,0.04,3.78,0.08,18.39,0.11,0.69,0.34,1.1,1.14,0.16
823,00/06-09-059-18W5/0,7/2/1970 00:00:00,3469.2,3438.1,29.28,12.37,9.35,0.93,0.41,4.13,0.25,30.8,,3.11,1.82,0.17,5.62,1.76
824,00/02-32-064-14W5/0,3/11/1966 00:00:00,1850.14,1839.47,75.16,4.29,1.71,0.18,0.2,1.58,0.0,0.0,0.0,0.24,0.12,15.91,0.51,0.1
825,00/11-22-043-13W5/0,10/24/1970 00:00:00,3310.7,3305.9,89.84,3.74,0.97,0.07,0.07,3.35,0.01,0.27,0.55,0.32,0.15,0.24,0.31,0.11
826,00/11-22-043-13W5/0,10/24/1970 00:00:00,3310.74,3305.86,89.84,3.74,0.97,0.07,0.07,3.35,0.01,0.27,0.55,0.32,0.15,0.24,0.31,0.11
827,00/11-22-043-13W5/0,10/29/1970 00:00:00,3300.37,3294.28,91.7,4.7,1.0,0.02,0.05,0.05,0.53,0.0,0.0,0.26,0.07,1.42,0.16,0.04
828,00/06-07-060-22W5/0,2/27/1977 00:00:00,2133.0,2122.6,81.6,8.66,3.82,0.34,1.34,0.74,,,0.11,0.54,0.34,1.22,0.97,0.32
829,00/06-07-060-22W5/0,8/1/1977 00:00:00,3959.4,463.6,64.97,3.9,2.58,0.24,0.47,0.49,0.0,0.0,0.0,0.35,0.24,25.7,0.82,0.24
830,00/06-07-060-22W5/0,10/28/1976 00:00:00,1850.14,1807.46,93.19,2.27,0.85,0.09,0.12,0.33,0.06,0.0,0.03,0.19,0.14,2.15,0.47,0.11
831,00/06-28-047-14W5/0,6/15/1988 00:00:00,1939.0,1925.0,71.0,13.16,8.8,0.37,0.38,0.22,0.0,0.0,0.12,1.26,0.69,0.58,2.76,0.66
832,00/15-10-049-19W5/0,6/27/1972 00:00:00,2556.36,2550.26,76.77,5.57,1.37,0.09,0.17,1.13,0.0,0.0,0.03,0.23,0.14,14.04,0.32,0.14
833,00/15-10-049-19W5/0,6/24/1972 00:00:00,4526.28,4468.37,71.29,0.05,0.28,0.19,0.28,23.95,0.11,0.0,0.01,0.09,0.05,3.52,0.09,0.09
834,00/07-21-039-10W5/0,4/22/1971 00:00:00,3030.3,3023.6,70.01,10.42,5.66,1.45,6.78,0.68,,,,0.98,0.86,0.18,2.0,0.98
835,00/07-21-039-10W5/0,11/12/1981 00:00:00,3030.3,3023.6,69.7,11.06,6.61,1.38,3.99,0.62,,,,1.28,1.09,0.31,2.8,1.16
836,00/07-21-039-10W5/0,9/23/1970 00:00:00,3030.32,3023.62,38.79,19.5,19.84,2.05,0.76,0.77,0.0,0.0,0.0,4.29,2.67,0.0,8.97,2.36
837,00/07-21-039-10W5/0,4/23/1971 00:00:00,3030.32,3023.62,47.21,23.28,18.0,0.47,0.28,0.94,0.0,0.0,0.0,2.78,1.1,0.03,5.02,0.89
838,00/07-21-039-10W5/0,4/22/1971 00:00:00,3030.32,3023.62,70.01,10.42,5.66,1.45,6.78,0.68,0.0,0.0,0.0,0.98,0.86,0.18,2.0,0.98
839,00/07-21-039-10W5/0,4/22/1971 00:00:00,3030.32,3023.62,80.89,10.71,4.78,0.16,0.11,0.75,0.0,0.0,0.0,0.65,0.28,0.21,1.21,0.25
840,00/07-21-039-10W5/0,9/23/1970 00:00:00,3030.32,3023.62,81.44,10.24,4.68,0.16,0.11,0.68,0.0,0.0,0.0,0.65,0.29,0.29,1.19,0.27
841,00/07-21-039-10W5/0,11/4/1985 00:00:00,3030.32,3023.62,77.91,10.58,5.69,0.27,0.21,0.82,0.0,0.0,0.0,0.93,0.55,0.7,1.84,0.5
842,00/07-21-039-10W5/0,4/10/1980 00:00:00,3030.3,3023.6,85.18,8.95,3.19,0.07,0.1,0.76,0.0,0.0,0.01,0.38,0.19,0.32,0.67,0.18
843,00/07-21-039-10W5/0,4/10/1980 00:00:00,3030.3,3023.6,83.14,10.29,4.02,0.03,0.03,0.79,0.0,0.0,0.01,0.43,0.13,0.32,0.71,0.1
844,00/07-21-039-10W5/0,11/12/1981 00:00:00,3030.3,3023.6,81.95,9.96,4.13,0.25,0.42,0.65,0.01,,,0.59,0.31,0.34,1.1,0.29
845,00/07-25-040-12W5/0,1/7/1971 00:00:00,3500.63,3474.72,89.0,6.41,2.08,0.23,0.16,0.0,0.0,0.0,0.0,0.62,0.3,0.37,0.62,0.21
846,02/06-15-047-16W5/0,8/13/1962 00:00:00,4248.9,4246.2,97.63,1.78,0.18,,,,,,,0.03,,0.36,0.02,
847,02/06-15-047-16W5/0,8/6/1962 00:00:00,4248.91,4246.17,97.63,1.78,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.36,0.02,0.0
848,00/10-11-057-18W5/0,2/25/1977 00:00:00,2014.73,1993.39,75.39,8.1,5.39,0.0,0.0,0.05,0.05,0.0,0.0,1.02,0.19,9.21,0.59,0.02
849,00/10-11-057-18W5/0,3/28/1977 00:00:00,3737.5,3728.3,85.03,3.88,0.5,0.22,0.07,4.09,0.09,1.58,0.06,0.13,0.17,3.57,0.47,0.14
850,00/10-11-057-18W5/0,3/6/1977 00:00:00,2632.86,2626.16,84.7,8.26,3.39,0.43,0.12,0.0,0.17,0.0,0.0,0.48,0.24,1.23,0.79,0.19
851,00/10-11-057-18W5/0,3/31/1977 00:00:00,3744.47,3733.8,57.5,3.66,1.3,0.0,0.0,0.27,0.77,0.0,0.27,0.35,0.18,34.69,0.89,0.12
852,00/11-20-042-13W5/0,6/20/1970 00:00:00,3655.2,3652.1,87.43,5.74,1.59,0.2,0.28,2.73,,0.6,,0.48,0.24,0.17,0.4,0.14
853,00/11-20-042-13W5/0,6/20/1970 00:00:00,3655.2,3652.1,87.0,5.79,1.61,0.22,0.33,2.72,,0.8,,0.5,0.26,0.18,0.42,0.17
854,00/11-20-042-13W5/0,6/20/1970 00:00:00,3655.2,3652.1,87.63,5.67,1.56,0.09,0.15,2.77,,0.75,,0.47,0.22,0.19,0.38,0.12
855,00/11-20-042-13W5/0,6/10/1970 00:00:00,3655.2,3652.1,86.83,6.14,1.72,0.25,0.32,2.51,,0.52,,0.54,0.32,0.21,0.45,0.19
856,00/11-20-042-13W5/0,6/10/1970 00:00:00,3655.2,3652.1,87.49,5.93,1.59,0.21,0.2,2.6,,0.52,,0.47,0.23,0.25,0.38,0.13
857,00/11-20-042-13W5/0,6/20/1970 00:00:00,3655.2,3652.1,87.54,5.75,1.58,0.19,0.13,2.68,,0.61,,0.48,0.25,0.25,0.39,0.15
858,00/11-20-042-13W5/0,6/11/1970 00:00:00,3655.2,3652.1,87.9,5.81,1.55,0.24,0.11,2.41,,0.49,,0.46,0.23,0.28,0.38,0.14
859,00/11-20-042-13W5/0,6/10/1970 00:00:00,3655.2,3652.1,88.31,5.65,1.42,0.11,0.08,2.42,,0.56,,0.41,0.18,0.41,0.34,0.11
860,00/11-20-042-13W5/0,6/19/1970 00:00:00,3655.16,3652.11,87.43,5.74,1.59,0.2,0.28,2.73,0.0,0.6,0.0,0.48,0.24,0.17,0.4,0.14
861,00/11-20-042-13W5/0,6/12/1970 00:00:00,3538.12,3535.07,89.36,7.03,1.75,0.08,0.07,0.64,0.0,0.0,0.0,0.41,0.14,0.18,0.27,0.07
862,00/11-20-042-13W5/0,6/19/1970 00:00:00,3655.16,3652.11,87.0,5.79,1.61,0.22,0.33,2.72,0.0,0.8,0.0,0.5,0.26,0.18,0.42,0.17
863,00/11-20-042-13W5/0,6/20/1970 00:00:00,3655.16,3652.11,87.63,5.67,1.56,0.09,0.15,2.77,0.0,0.75,0.0,0.47,0.22,0.19,0.38,0.12
864,00/11-20-042-13W5/0,6/9/1970 00:00:00,3655.16,3652.11,87.49,5.93,1.59,0.21,0.2,2.6,0.0,0.52,0.0,0.47,0.23,0.25,0.38,0.13
865,00/11-20-042-13W5/0,6/19/1970 00:00:00,3655.16,3652.11,87.54,5.75,1.58,0.19,0.13,2.68,0.0,0.61,0.0,0.48,0.25,0.25,0.39,0.15
866,00/11-20-042-13W5/0,6/9/1970 00:00:00,3655.16,3652.11,87.9,5.81,1.55,0.24,0.11,2.41,0.0,0.49,0.0,0.46,0.23,0.28,0.38,0.14
867,00/11-20-042-13W5/0,6/7/1970 00:00:00,3655.16,3652.11,88.31,5.65,1.42,0.11,0.08,2.42,0.0,0.56,0.0,0.41,0.18,0.41,0.34,0.11
868,00/11-20-042-13W5/0,6/10/1970 00:00:00,3538.12,3535.07,88.14,6.95,1.79,0.16,0.16,1.5,0.0,0.0,0.01,0.47,0.21,0.16,0.33,0.12
869,00/11-20-042-13W5/0,6/9/1970 00:00:00,3655.16,3652.11,86.83,6.14,1.72,0.25,0.32,2.51,0.0,0.0052,0.51,0.54,0.32,0.21,0.45,0.19
870,00/11-20-042-13W5/0,6/12/1970 00:00:00,3538.12,3535.07,87.17,7.36,2.01,0.19,0.18,1.4,0.01,0.0,0.01,0.55,0.25,0.34,0.39,0.14
871,00/11-20-042-13W5/0,2/25/2008 00:00:00,3433.0,3293.0,81.9,8.63,3.55,0.54,0.9,1.97,0.02,0.0,0.01,0.87,0.48,0.19,0.66,0.28
872,00/11-20-042-13W5/0,2/5/2008 00:00:00,3540.0,3533.0,88.54,7.64,1.76,0.28,0.46,0.05,0.03,0.0,0.01,0.4,0.16,0.32,0.25,0.1
873,00/11-20-042-13W5/0,6/22/1970 00:00:00,3655.2,3652.1,87.36,5.46,1.43,0.07,0.14,2.66,0.07,1.04,,0.42,0.16,0.77,0.32,0.1
874,00/11-20-042-13W5/0,6/19/1970 00:00:00,3655.16,3652.11,87.36,5.46,1.43,0.07,0.14,2.66,0.07,1.04,0.0,0.42,0.16,0.77,0.32,0.1
875,00/04-21-038-12W5/0,10/24/1973 00:00:00,4204.41,4023.36,78.93,9.45,1.01,1.03,1.86,0.79,0.0,0.0,0.0,0.53,0.66,4.22,0.96,0.56
876,00/04-21-038-12W5/0,11/7/1973 00:00:00,4209.29,4174.54,69.39,11.03,5.19,3.23,1.38,0.57,0.0,0.0,0.01,1.88,2.3,0.32,2.55,2.15
